"Compound.Name","Column","z","QE.LinRange","QE.RF.ratio","QE.RSD","TQS.LinRange","TQS.RF.ratio","TQS.RSD","Compound.Type","Compound.Name_old","Compound.Name_figure","Compound.Name_SQL","Emperical.Formula","RT..min.","m.z","ionization_form","KEGG_Code","ChEBI_Code","Liquid.Fraction","Conc..uM","HILICMix","Date.added","Classyfire","Priority","KEGG_Names","PubChem_Code","PubChem_Formula","InChI_Key_Code","Canon_SMILES_Code","IUPAC_Code"
"Taurine","HILIC",1,NA,NA,NA,NA,NA,NA,"Sulfur","Taurine","Taurine","Taurine","C2H7NO3S",11.12,126.022491,"[M+H]","cpd:C00245","ChEBI:15891","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic sulfonic acids and derivatives; subclass: Organosulfonic acids and derivatives; level 5: Organosulfonic acids",FALSE,"Taurine; 2-Aminoethanesulfonic acid; Aminoethylsulfonic acid",1123,"C2H7NO3S","XOAAWQZATWQOTB-UHFFFAOYSA-N","C(CS(=O)(=O)O)N","2-aminoethanesulfonic acid"
"Nicotinic acid","HILIC",1,NA,"0.989","7.1",NA,"1.071","9.4","Vitamin","Vitamin B3","Vit B3","Nicotinic acid","C6H5NO2",2.68,124.039854,"[M+H]","cpd:C00253","ChEBI:15940","Aq",4,"Mix2",160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pyridines and derivatives; subclass: Pyridinecarboxylic acids and derivatives; level 5: Pyridinecarboxylic acids; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Pyridines and derivatives; subclass: Pyridinecarboxylic acids and derivatives; level 5: Pyridinecarboxylic acids",FALSE,"Nicotinate; Nicotinic acid; Niacin; 3-Pyridinecarboxylic acid",938,"C6H5NO2","PVNIIMVLHYAWGP-UHFFFAOYSA-N","C1=CC(=CN=C1)C(=O)O","pyridine-3-carboxylic acid"
"Thiamine monophosphate","HILIC",1,"100 - >10000","0.821","13.5","<10 - >10000","1.08","17.3","Vitamin (B1-derivative)","Thiamine monophosphate","TMP","Thiamine monophosphate","C12H18N4O4PS",11.5,345.078641,"[M]","cpd:C01081","ChEBI:9533","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Thiamines; level 6: Thiamine phosphates; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Thiamines; level 6: Thiamine phosphates",TRUE,"Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP",1131,"C12H18N4O4PS+","HZSAJDVWZRBGIF-UHFFFAOYSA-O","CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O","2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl dihydrogen phosphate"
"Thiamine diphosphate","HILIC",1,"100 - >10000","0.929","23.1","100 - >10000","1.164","19.6","Vitamin (B1-derivative)","Thiamine pyrophosphate","TPP","Thiamine diphosphate","C12H19N4O7P2S",13.765,425.044974,"[M]","cpd:C00068","ChEBI:9532","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Thiamines; level 6: Thiamine phosphates; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Thiamines; level 6: Thiamine phosphates",TRUE,"Thiamin diphosphate; Thiamine diphosphate; Thiamin pyrophosphate; TPP; ThPP",1132,"C12H19N4O7P2S+","AYEKOFBPNLCAJY-UHFFFAOYSA-O","CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O","2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl phosphono hydrogen phosphate"
"Choline","HILIC",1,"100 - >10000","0.998","32.7","20 - >10000","0.782","11.6","Vitamin (B-like)","Choline","Choline","Choline","C5H14NO",15.265,104.107539,"[M]","cpd:C00114","ChEBI:15354","Aq",4,"Mix1",160401,"kingdom: Organic compounds; superclass: Organic nitrogen compounds; class: Organonitrogen compounds; subclass: Quaternary ammonium salts; level 5: Cholines; kingdom: Organic compounds; superclass: Organic nitrogen compounds; class: Organonitrogen compounds; subclass: Quaternary ammonium salts; level 5: Cholines",TRUE,"Choline; Bilineurine",305,"C5H14NO+","OEYIOHPDSNJKLS-UHFFFAOYSA-N","C[N+](C)(C)CCO","2-hydroxyethyl(trimethyl)azanium"
"L-Kynurenine","RP",1,NA,"0.564","4.1",NA,"0.482","4.6","Amino Acid","Kynurenine","Kynurenine","Kynurenine","C10H12N2O3",1.27,209.092618,"[M+H]","cpd:C00328","ChEBI:16946","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbonyl compounds; level 5: Ketones; level 6: Aryl ketones; level 7: Phenylketones; level 8: Alkyl-phenylketones; kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbonyl compounds; level 5: Ketones; level 6: Aryl ketones; level 7: Phenylketones; level 8: Alkyl-phenylketones",TRUE,"L-Kynurenine; 3-Anthraniloyl-L-alanine",161166,"C10H12N2O3","YGPSJZOEDVAXAB-QMMMGPOBSA-N","C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N","(2S)-2-amino-4-(2-aminophenyl)-4-oxobutanoic acid"
"L-Phenylalanine","RP",1,"5 - >10000","0.632","2.1","<0.5 - >10000","0.438","2.7","Amino Acid","Phenylalanine","Phenylalanine","Phenylalanine","C9H11NO2",1.15,166.086804,"[M+H]","cpd:C00079","ChEBI:17295","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Phenylalanine and derivatives",TRUE,"L-Phenylalanine; (S)-alpha-Amino-beta-phenylpropionic acid",NA,NA,"COLNVLDHVKWLRT-QMMMGPOBSA-N","C1=CC=C(C=C1)CC(C(=O)O)N","(2S)-2-amino-3-phenylpropanoic acid"
"L-Tryptophan","RP",1,"5 - >10000","0.826","2","5 - >10000","0.64","1.3","Amino Acid","Tryptophan","Tryptophan","Tryptophan","C11H12N2O2",2.07,205.097703,"[M+H]","cpd:C00078","ChEBI:16828","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indolyl carboxylic acids and derivatives",TRUE,"L-Tryptophan; Tryptophan; (S)-alpha-Amino-beta-(3-indolyl)-propionic acid",NA,NA,"QIVBCDIJIAJPQS-VIFPVBQESA-N","C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N","(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid"
"L-Tyrosine","RP",1,NA,NA,NA,NA,NA,NA,"Amino Acid","Tyrosine","Tyrosine","Tyrosine","C9H11NO3",1.01,182.081719,"[M+H]","cpd:C00082","ChEBI:17895","Aq",NA,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Tyrosine and derivatives; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Tyrosine and derivatives",FALSE,"L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine",NA,NA,"OUYCCCASQSFEME-QMMMGPOBSA-N","C1=CC(=CC=C1CC(C(=O)O)N)O","(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid"
"Glycine betaine","RP",1,"50 - >10000","-0.411","7.9","500 - 5000","-0.436","2.7","Amino Acid derivative","Betaine","Glycine betaine","Glycine betaine","C5H11NO2",0.71,118.086804,"[M+H]","cpd:C00719","ChEBI:17750","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids",FALSE,"Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate",NA,NA,"KWIUHFFTVRNATP-UHFFFAOYSA-N","C[N+](C)(C)CC(=O)[O-]","2-(trimethylazaniumyl)acetate"
"Dimethylglycine","RP",1,"50 - >10000","0.079","71.3","50 - 5000","0.059","9.1","Amino Acid derivative","Dimethyl glycine","DMG","Dimethylglycine","C4H9NO2",0.69,104.071154,"[M+H]","cpd:C01026","ChEBI:17724","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Alpha amino acids",FALSE,"N,N-Dimethylglycine; Dimethylglycine",NA,NA,"FFDGPVCHZBVARC-UHFFFAOYSA-N","CN(C)CC(=O)O","2-(dimethylamino)acetic acid"
"S-Adenosylhomocysteine","RP",1,"50 - >10000","0.245","35.9","May-00","0.118","2.2","Amino Acid synthesis","Adenosyl Homocysteine","SAH","SAH","C14H20N6O5S",0.96,385.129416,"[M+H]","cpd:C00021","ChEBI:16680","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: 5'-deoxyribonucleosides; subclass: 5'-deoxy-5'-thionucleosides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: 5'-deoxyribonucleosides; subclass: 5'-deoxy-5'-thionucleosides",TRUE,"S-Adenosyl-L-homocysteine; S-Adenosylhomocysteine",NA,NA,"ZJUKTBDSGOFHSH-WFMPWKQPSA-N","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N","(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoic acid"
"S-Adenosylmethionine","RP",1,"500 - >10000","0.064","7","50 - >10000","0.091","4.4","Amino Acid synthesis","Adenosyl Methionine","SAM","SAM","C15H22N6O5S",0.71,399.145066,"[M+H]","cpd:C00019","ChEBI:15414","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: 5'-deoxyribonucleosides; subclass: 5'-deoxy-5'-thionucleosides; kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: 5'-deoxyribonucleosides; subclass: 5'-deoxy-5'-thionucleosides",TRUE,"S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM",34755,"C15H22N6O5S","MEFKEPWMEQBLKI-AIRLBKTGSA-N","C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O","(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl-methylsulfonio]butanoate"
"Monesin","RP",1,"50 - >10000","1.97","4.7","<0.5 - >10000","3.839","6.3","Antibiotic","Monesin","Monesin","Monesin","C36H61NaO11",11.79,693.418985,"[M+H]","cpd:C06693","ChEBI:27617","Aq",0.25,NA,160401,NA,TRUE,"Monensin; Monensin A",12912909,"C36H62O11","GAOZTHIDHYLHMS-QVJPPVPRSA-N","CCC1(CCC(O1)C2(CCC3(O2)CC(C(C(O3)C(C)C(C(C)C(=O)O)OC)C)O)C)C4C(CC(O4)C5C(CC(C(O5)(CO)O)C)C)C","(2S,3S,4R)-4-[(2S,7S,8R,9S)-2-[(2R,5S)-5-ethyl-5-[(2R,3S,5R)-5-[(2S,3S,5R,6R)-6-hydroxy-6-(hydroxymethyl)-3,5-dimethyloxan-2-yl]-3-methyloxolan-2-yl]oxolan-2-yl]-7-hydroxy-2,8-dimethyl-1,10-dioxaspiro[4.5]decan-9-yl]-3-methoxy-2-methylpentanoic acid"
"Thiotropocin","RP",1,"500 - >10000","0","223.6","50 - 5000","0.05","38.5","Antibiotic","Tropodithietic acid","Thiotropocin","Thiotropocin","C8H4O3S2",6.47,212.968013,"[M+H]","cpd:C12105","ChEBI:29694","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Hydrocarbon derivatives; class: Tropones",TRUE,"Thiotropocin",55977,"C8H4O3S2","RWJXTYSZCDAMCD-UHFFFAOYSA-N","C1=CC(=O)C2=C(C(=C1)S)SOC2=O","8-sulfanylcyclohepta[c]oxathiole-3,4-dione"
"Glutathione","RP",1,"50 - >10000","0.025","97.5","May-00","0.001","40.2","Antioxidant","Glutathione","Glutathione","Glutathione","C10H17N3O6S",0.87,308.091634,"[M+H]","cpd:C00051","ChEBI:16856","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Peptides; kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Peptides",FALSE,"Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione",124886,"C10H17N3O6S","RWSXRVCMGQZWBV-WDSKDSINSA-N","C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N","(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid"
"Trolox","RP",-1,NA,NA,NA,NA,NA,NA,"Antioxidant","Trolox","Trolox","Trolox","C14H18O4",7,NA,NA,NA,NA,"Aq",NA,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Benzopyrans; subclass: 1-benzopyrans",TRUE,NA,40634,"C14H18O4","GLEVLJDDWXEYCO-UHFFFAOYSA-N","CC1=C(C2=C(CCC(O2)(C)C(=O)O)C(=C1O)C)C","6-hydroxy-2,5,7,8-tetramethyl-3,4-dihydrochromene-2-carboxylic acid"
"beta-Carotene","RP",1,"50 - >10000","3.212","23.2","5 - >10000","0.742","8.9","Antioxidant pigment","Carotene","b-Carotene","beta Carotene","C40H56",16.42,536.4382,"[M]","cpd:C02094","ChEBI:17579","Org",0.25,NA,160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Tetraterpenoids; level 5: Carotenoids; level 6: Carotenes; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Prenol lipids; subclass: Tetraterpenoids; level 5: Carotenoids; level 6: Carotenes",NA,"beta-Carotene; all-trans-beta-Carotene",5280489,"C40H56","OENHQHLEOONYIE-JLTXGRSLSA-N","CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C","1,3,3-trimethyl-2-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-3,7,12,16-tetramethyl-18-(2,6,6-trimethylcyclohexen-1-yl)octadeca-1,3,5,7,9,11,13,15,17-nonaenyl]cyclohexene"
"Melatonin","RP",1,"5 - >10000","1.492","3.3","<0.5 - 500","1.121","1","Circadian","Melatonin","Melatonin","Melatonin","C13H16N2O2",6.51,233.129003,"[M+H]","cpd:C01598","ChEBI:16796","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indoles; level 5: 3-alkylindoles",TRUE,"Melatonin; N-Acetyl-5-methoxytryptamine",896,"C13H16N2O2","DRLFMBDRBRZALE-UHFFFAOYSA-N","CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC","N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide"
"Docosahexaenoic acid","RP",1,"5000 - >10000","2.031","31.8","50 - >10000","2.077","17.4","Fatty Acid","DHA","DHA","Docosahexaenoic acid","C22H32O2",12.23,329.248055,"[M+H]","cpd:C06429","ChEBI:28125","Org",0.25,NA,160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acids and conjugates; level 5: Very long-chain fatty acids; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acids and conjugates; level 5: Very long-chain fatty acids",NA,"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid; 4,7,10,13,16,19-Docosahexaenoic acid; Docosahexaenoic acid; Docosahexaenoate; 4Z,7Z,10Z,13Z,16Z,19Z-Docosahexaenoic acid; (4Z,7Z,10Z,13Z,16Z,19Z)-Docosa-4,7,10,13,16,19-hexaenoic acid",445580,"C22H32O2","MBMBGCFOFBJSGT-KUBAVDMBSA-N","CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O","(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoic acid"
"Arachidonic acid","RP",1,"2500 - >10000","2.621","25.5","50 - >10000","2.864","19.4","Fatty Acid","Arachidonic Acid","ARA","Arachidonic acid","C20H32O2",12.15,305.248055,"[M+H]","cpd:C00219","ChEBI:15843","Org",0.25,NA,160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acids and conjugates; level 5: Long-chain fatty acids; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acids and conjugates; level 5: Long-chain fatty acids",NA,"Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid",444899,"C20H32O2","YZXBAPSDXZZRGB-DOFZRALJSA-N","CCCCCC=CCC=CCC=CCC=CCCCC(=O)O","(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoic acid"
"Eicosapentaenoic acid","RP",1,"5000 - >10000","10.797","6.4","50 - >10000","4.079","13.3","Fatty Acid","EPA","EPA","Eicosapentaenoic acid","C20H30O2",12.095,303.232404,"[M+H]","cpd:C06428","ChEBI:28364","Org",1,NA,160401,"kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acids and conjugates; level 5: Long-chain fatty acids; kingdom: Organic compounds; superclass: Lipids and lipid-like molecules; class: Fatty Acyls; subclass: Fatty acids and conjugates; level 5: Long-chain fatty acids",NA,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid; Eicosapentaenoic acid; 5,8,11,14,17-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate; (5Z,8Z,11Z,14Z,17Z)-Icosapentaenoate; 5Z,8Z,11Z,14Z,17Z-Eicosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Icosa-5,8,11,14,17-pentaenoic acid",446284,"C20H30O2","JAZBEHYOTPTENJ-JLNKQSITSA-N","CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O","(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoic acid"
"alpha-Tocopherol, 2H6","RP",1,NA,NA,NA,NA,NA,NA,"Internal Standard","Alpha-Tocopherol, D6","alpha-Tocopherol, 2H6","alpha Tocopherol 2H6","C29D6H44O2",14.725,436.4182,"[M+H]",NA,NA,"Org",5,NA,170301,NA,NA,NA,NA,NA,NA,NA,NA
"Arachidonic acid, 2H8","RP",1,NA,NA,NA,NA,NA,NA,"Internal Standard","Arachiodonic Acid, D8","Arachidonic acid, 2H8","Arachidonic acid 2H8","C20D8H24O2",12.15,313.2977,"[M+H]",NA,NA,"Org",20,NA,160401,NA,NA,NA,NA,NA,NA,NA,NA
"Docosahexaenoic acid, 2H5","RP",1,NA,NA,NA,NA,NA,NA,"Internal Standard","Docosahexaenoic Acid, D5","Docosahexaenoic acid, 2H5","Docosahexaenoic acid 2H5","C22H28D5O2",12.23,334.2789,"[M+H]",NA,NA,"Org",2,NA,170301,NA,NA,NA,NA,NA,NA,NA,NA
"Eicosapentaenoic acid, 2H5","RP",1,NA,NA,NA,NA,NA,NA,"Internal Standard","Eicosapentaenoic Acid, D5","Eicosapentaenoic acid, 2H5","Eicosapentaenoic acid 2H5","C20H26D5O2",12.095,308.2632,"[M+H]",NA,NA,"Org",5,NA,170301,NA,NA,NA,NA,NA,NA,NA,NA
"Indole-3-acetic acid, 2H5","RP",1,NA,NA,NA,NA,NA,NA,"Internal Standard","Indole 3 Acetic Acid, D5","Indole-3-acetic acid, 2H5","Indole 3 acetic acid 2H5","C10D5H4NO2",5.35,181.1021,"[M+H]",NA,NA,"Aq",5,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"L-Phenylalanine, 2H8","RP",1,NA,NA,NA,NA,NA,NA,"Internal Standard","L-Phenylalanine, D8","L-Phenylalanine, 2H8","L Phenylalanine 2H8","C9D8H3O2",1.15,174.1365,"[M+H]",NA,NA,"Aq",0.1,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"L-Tryptophan, 2H3","RP",1,NA,NA,NA,NA,NA,NA,"Internal Standard","L-Tryptophan, D3","L-Tryptophan, 2H3","L Tryptophan 2H3","C11D3H9N2O2",2.23,208.1161,"[M+H]",NA,NA,"Aq",0.1,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"Pyridoxal, 2H3","RP",1,NA,NA,NA,NA,NA,NA,"Internal Standard","Pyridoxal, D3","Pyridoxal, 2H3","Pyridoxal 2H3","C8D3H7NO3",0.86,171.0843,"[M+H]",NA,NA,"Aq",0.2,NA,170301,NA,TRUE,NA,NA,NA,NA,NA,NA
"Riboflavin-dioxopyrimidine, 13C4, 15N2","RP",1,NA,NA,NA,NA,NA,NA,"Internal Standard","Riboflavin-dioxopyrimidine, 13C4, 15N2","Vitamin B2, 13C4, 15N2","Vitamin B12 13C4 15N2","C(13)4C13H20N(15)2N2O6",4.39,383.1531,"[M+H]",NA,NA,"Aq",0.1,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"Thiamine, 13C3","RP",1,NA,NA,NA,NA,NA,NA,"Internal Standard","Thiamine Hydrochloride, 13C3","Thiamine, 13C3","Thiamine 13C3","C(13)4C8H17N4OS",0.69,269.1252,"[M]",NA,NA,"Aq",0.2,NA,170301,NA,TRUE,NA,NA,NA,NA,NA,NA
"Tryptamine, 2H4","RP",1,NA,NA,NA,NA,NA,NA,"Internal Standard","Tryptamine Hydrochloride, D4","Tryptamine, 2H4","Tryptamine 2H4","C10D4H8N2",2.55,165.1325,"[M+H]",NA,NA,"Aq",2.5,NA,160401,NA,TRUE,NA,NA,NA,NA,NA,NA
"3,4-Dihydroxybenzoic acid","RP",-1,"nd","nd","nd","250 - 50000","0.666","12.2","Lignin","3,4-Dihydroxybenzoic acid","3,4-Dihydroxybenzoic acid","Dihydroxybenzoic acid","C7H5O4",2.55,153.018785,"[M]","cpd:C00230","ChEBI:36062","Aq",1.25,NA,160401,"kingdom: Organic compounds; superclass: Benzenoids; class: Benzene and substituted derivatives; subclass: Benzoic acids and derivatives; level 5: Hydroxybenzoic acid derivatives",TRUE,"3,4-Dihydroxybenzoate; 3,4-Dihydroxybenzoic acid; Protocatechuate; Protocatechuic acid",72,"C7H6O4","YQUVCSBJEUQKSH-UHFFFAOYSA-N","C1=CC(=C(C=C1C(=O)O)O)O","3,4-dihydroxybenzoic acid"
"4-Aminobenzoic acid","RP",1,"<0.5 - >10000","0.784","3.7","5 - >10000","0.502","1.6","Lignin","Aminobenzoic Acid","PABA","PABA","C7H7NO2",2,138.055503,"[M+H]","cpd:C00568","ChEBI:17836","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Benzenoids; class: Benzene and substituted derivatives; subclass: Benzoic acids and derivatives; level 5: Aminobenzoic acids and derivatives; level 6: Aminobenzoic acids",TRUE,"4-Aminobenzoate; ABEE; 4-Aminobenzoic acid; p-Aminobenzoate",978,"C7H7NO2","ALYNCZNDIQEVRV-UHFFFAOYSA-N","C1=CC(=CC=C1C(=O)O)N","4-aminobenzoic acid"
"p-Coumaric acid","RP",1,"<0.5 - >10000","0","dl","50 - >10000","0.545","8.2","Lignin","p-Coumaric Acid","p-Coumaric acid","p Coumaric acid","C9H8O3",5.385,165.05517,"[M+H]","cpd:C00811","ChEBI:32374","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Phenylpropanoids and polyketides; class: Cinnamic acids and derivatives; subclass: Hydroxycinnamic acids and derivatives; level 5: Hydroxycinnamic acids",TRUE,"4-Coumarate; p-Coumaric acid; trans-4-Hydroxycinnamate; trans-p-Hydroxycinnamate; 4-Hydroxycinnamic acid; 4-Hydroxycinnamate",NA,NA,"NGSWKAQJJWESNS-ZZXKWVIFSA-N","C1=CC(=CC=C1C=CC(=O)O)O","(E)-3-(4-hydroxyphenyl)prop-2-enoic acid"
"Sinapic acid","RP",1,"<0.5 - >10000","0.707","2.2","50 - >10000","0.7","4.5","Lignin","Sinapic Acid","Sinapic acid","Sinapic acid","C11H12O5",5.985,225.0763,"[M+H]","cpd:C00482","ChEBI:15714","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Phenylpropanoids and polyketides; class: Cinnamic acids and derivatives; subclass: Hydroxycinnamic acids and derivatives; level 5: Hydroxycinnamic acids",TRUE,"Sinapate; Sinapic acid; 3,5-Dimethoxy-4-hydroxycinnamic acid",637775,"C11H12O5","PCMORTLOPMLEFB-ONEGZZNKSA-N","COC1=CC(=CC(=C1O)OC)C=CC(=O)O","(E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoic acid"
"trans-Cinnamic acid","RP",1,"50 - >10000","0.467","4.2","500 - >10000","0.546","2.9","Lignin","trans cinnamic acid","trans-Cinnamic acid","trans Cinnamic acid","C9H8O2",6.2,131.04969,"[M-OH]","cpd:C00423","ChEBI:15669","Aq",0.25,NA,160401,"kingdom: Organic compounds; superclass: Phenylpropanoids and polyketides; class: Cinnamic acids and derivatives; subclass: Cinnamic acids",TRUE,"trans-Cinnamate; trans-Cinnamic acid; (E)-Cinnamate; (2E)-3-Phenylprop-2-enoate",NA,NA,"WBYWAXJHAXSJNI-VOTSOKGWSA-N","C1=CC=C(C=C1)C=CC(=O)O","(E)-3-phenylprop-2-enoic acid"
