"","Compound_Name","KEGG_Names","ChEBI_Code","IUPAC_Code","InChI_Key_Code","Canon_SMILES_Code","Classyfire","Compound_Name_SQL"
"418","Thiamine diphosphate","Thiamin diphosphate; Thiamine diphosphate; Thiamin pyrophosphate; TPP; ThPP","ChEBI:9532","2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl phosphono hydrogen phosphate","AYEKOFBPNLCAJY-UHFFFAOYSA-O","CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)OP(=O)(O)O","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Thiamines; level 6: Thiamine phosphates; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Thiamines; level 6: Thiamine phosphates","Thiamine diphosphate"
"420","Thiamine monophosphate","Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP","ChEBI:9533","2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl dihydrogen phosphate","HZSAJDVWZRBGIF-UHFFFAOYSA-O","CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Thiamines; level 6: Thiamine phosphates; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Thiamines; level 6: Thiamine phosphates","Thiamine monophosphate"
"422","Thiamine, 13C3",NA,NA,NA,NA,NA,NA,"Thiamine 13C3"
"423","Thiotropocin","Thiotropocin","ChEBI:29694","8-sulfanylcyclohepta[c]oxathiole-3,4-dione","RWJXTYSZCDAMCD-UHFFFAOYSA-N","C1=CC(=O)C2=C(C(=C1)S)SOC2=O","kingdom: Organic compounds; superclass: Hydrocarbon derivatives; class: Tropones","Thiotropocin"
"424","Threonic acid","Threonate; L-Threonate; (2R,3S)-2,3,4-Trihydroxybutanoic acid","ChEBI:15908","(2S,3R)-2,3,4-trihydroxybutanoic acid","JPIJQSOTBSSVTP-GBXIJSLDSA-N","C(C(C(C(=O)O)O)O)O","kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Sugar acids and derivatives","Threonic acid"
"425","Thymidine","Thymidine; Deoxythymidine","ChEBI:17748","1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione","IQFYYKKMVGJFEH-XLPZGREQSA-N","CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O","kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Pyrimidine nucleosides; subclass: Pyrimidine 2'-deoxyribonucleosides","Thymidine"
"426","Thymine","Thymine; 5-Methyluracil","ChEBI:17821","5-methyl-1H-pyrimidine-2,4-dione","RWQNBRDOKXIBIV-UHFFFAOYSA-N","CC1=CNC(=O)NC1=O","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Hydroxypyrimidines; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Hydroxypyrimidines","Thymine"
"428","Thymine, 2H4",NA,NA,NA,NA,NA,NA,"Thymine 2H4"
"429","trans-Cinnamic acid","trans-Cinnamate; trans-Cinnamic acid; (E)-Cinnamate; (2E)-3-Phenylprop-2-enoate","ChEBI:15669","(E)-3-phenylprop-2-enoic acid","WBYWAXJHAXSJNI-VOTSOKGWSA-N","C1=CC=C(C=C1)C=CC(=O)O","kingdom: Organic compounds; superclass: Phenylpropanoids and polyketides; class: Cinnamic acids and derivatives; subclass: Cinnamic acids","trans Cinnamic acid"
"430","Trehalose","alpha,alpha-Trehalose; alpha,alpha'-Trehalose; Trehalose","ChEBI:16551","(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-3,4,5-triol","HDTRYLNUVZCQOY-LIZSDCNHSA-N","C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O","kingdom: Organic compounds; superclass: Organic oxygen compounds; class: Organooxygen compounds; subclass: Carbohydrates and carbohydrate conjugates; level 5: Glycosyl compounds; level 6: O-glycosyl compounds","Trehalose"
"431","Trehalose, 13C12",NA,NA,NA,NA,NA,NA,"Trehalose 13C"
"432","Triacylglycerol 12:0-12:0-12:0",NA,"CHEBI:77389",NA,NA,NA,NA,"TAG 12s0_12s0_12s0"
"433","Triacylglycerol 14:0-14:0-14:0",NA,"CHEBI:77391",NA,NA,NA,NA,"TAG 14s0_14s0_14s0"
"434","Trigonelline","N-Methylnicotinate; Trigonelline; Trigenelline; 1-Methylpyridinio-3-carboxylate; Betaine nicotinate; Caffearin; Gynesine","ChEBI:18123","1-methylpyridin-1-ium-3-carboxylate","WWNNZCOKKKDOPX-UHFFFAOYSA-N","C[N+]1=CC=CC(=C1)C(=O)[O-]","kingdom: Organic compounds; superclass: Alkaloids and derivatives","Trigonelline"
"435","Trimethylamine","Trimethylamine; (CH3)3N; N,N-Dimethylmethanamine","ChEBI:18139","N,N-dimethylmethanamine","GETQZCLCWQTVFV-UHFFFAOYSA-N","CN(C)C","kingdom: Organic compounds; superclass: Organic nitrogen compounds; class: Organonitrogen compounds; subclass: Amines; level 5: Tertiary amines; level 6: Trialkylamines","Trimethylamine"
"436","Trimethylamine N-oxide","Trimethylamine N-oxide; (CH3)3NO","ChEBI:15724","N,N-dimethylmethanamine oxide","UYPYRKYUKCHHIB-UHFFFAOYSA-N","C[N+](C)(C)[O-]","kingdom: Organic compounds; superclass: Organic nitrogen compounds; class: Organonitrogen compounds; subclass: Aminoxides; level 5: Trialkyl amine oxides","TMAO"
"437","Trolox",NA,"CHEBI:82625","6-hydroxy-2,5,7,8-tetramethyl-3,4-dihydrochromene-2-carboxylic acid","GLEVLJDDWXEYCO-UHFFFAOYSA-N","CC1=C(C2=C(CCC(O2)(C)C(=O)O)C(=C1O)C)C","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Benzopyrans; subclass: 1-benzopyrans","Trolox"
"438","Tryptamine","Tryptamine; 3-(2-Aminoethyl)indole","ChEBI:16765","2-(1H-indol-3-yl)ethanamine","APJYDQYYACXCRM-UHFFFAOYSA-N","C1=CC=C2C(=C1)C(=CN2)CCN","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Tryptamines and derivatives","Tryptamine"
"439","Tryptamine, 2H4",NA,NA,NA,NA,NA,NA,"Tryptamine 2H4"
"440","Tryptophol","Indole-3-ethanol; Tryptophol","ChEBI:17890","2-(1H-indol-3-yl)ethanol","MBBOMCVGYCRMEA-UHFFFAOYSA-N","C1=CC=C2C(=C1)C(=CN2)CCO","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Indoles and derivatives; subclass: Indoles; level 5: 3-alkylindoles","Tryptophol"
"441","Turicine","Turicine; (+)-Turicine; cis-4-Hydroxy-D-proline betaine","CHEBI:85534","(2R,4R)-4-hydroxy-1,1-dimethylpyrrolidin-1-ium-2-carboxylate","MUNWAHDYFVYIKH-PHDIDXHHSA-N","C[N+]1(CC(CC1C(=O)[O-])O)C","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Carboxylic acids and derivatives; subclass: Amino acids, peptides, and analogues; level 5: Amino acids and derivatives; level 6: Alpha amino acids and derivatives; level 7: Proline and derivatives","Turicine"
"442","UDP-glucose","UDP-glucose; UDPglucose; UDP-D-glucose; Uridine diphosphate glucose; UDP-alpha-D-glucose","ChEBI:167608","[[(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate","HSCJRCZFDFQWRP-JZMIEXBBSA-N","C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O","kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Pyrimidine nucleotides; subclass: Pyrimidine nucleotide sugars","UDP glucose"
"443","UDP-N-acetylglucosamine","UDP-N-acetyl-alpha-D-glucosamine; UDP-N-acetyl-D-glucosamine; UDP-N-acetylglucosamine","ChEBI:16264","[(2R,3R,4R,5S,6R)-3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] [[(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] hydrogen phosphate","LFTYTUAZOPRMMI-CFRASDGPSA-N","CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O","kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Pyrimidine nucleotides; subclass: Pyrimidine nucleotide sugars","UDP glucosamine"
"444","Uracil","Uracil","ChEBI:17568","1H-pyrimidine-2,4-dione","ISAKRJDGNUQOIC-UHFFFAOYSA-N","C1=CNC(=O)NC1=O","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Diazines; subclass: Pyrimidines and pyrimidine derivatives; level 5: Pyrimidones","Uracil"
"445","Uracil, 15N2, 2H2",NA,NA,NA,NA,NA,NA,"Uracil 15N2 2H2"
"446","Urea","Urea; Carbamide","ChEBI:16199","urea","XSQUKJJJFZCRTK-UHFFFAOYSA-N","C(=O)(N)N","kingdom: Organic compounds; superclass: Organic acids and derivatives; class: Organic carbonic acids and derivatives; subclass: Ureas","Urea"
"447","Uridine","Uridine","ChEBI:16704","1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione","DRTQHJPVMGBUCF-XVFCMESISA-N","C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O","kingdom: Organic compounds; superclass: Nucleosides, nucleotides, and analogues; class: Pyrimidine nucleosides","Uridine"
"448","Urocanic acid","Urocanate; Urocanic acid","ChEBI:27247","(E)-3-(1H-imidazol-5-yl)prop-2-enoic acid","LOIYMIARKYCTBW-OWOJBTEDSA-N","C1=C(NC=N1)C=CC(=O)O","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Azoles; subclass: Imidazoles; level 5: Substituted imidazoles; level 6: Imidazolyl carboxylic acids and derivatives; kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Azoles; subclass: Imidazoles; level 5: Substituted imidazoles; level 6: Imidazolyl carboxylic acids and derivatives","Urocanic acid"
"450","Vanillic acid","Vanillate; Vanillic acid; 4-Hydroxy-3-methoxybenzoate; 4-Hydroxy-3-methoxybenzoic acid","ChEBI:16632","4-hydroxy-3-methoxybenzoic acid","WKOLLVMJNQIZCI-UHFFFAOYSA-N","COC1=C(C=CC(=C1)C(=O)O)O","kingdom: Organic compounds; superclass: Benzenoids; class: Benzene and substituted derivatives; subclass: Benzoic acids and derivatives; level 5: Methoxybenzoic acids and derivatives; level 6: M-methoxybenzoic acids and derivatives","Vanillic acid"
"451","Vanillin","4-Hydroxy-3-methoxy-benzaldehyde; Vanillin; Vanillaldehyde; 4-Hydroxy-3-methoxybenzaldehyde","ChEBI:18346","4-hydroxy-3-methoxybenzaldehyde","MWOOGOJBHIARFG-UHFFFAOYSA-N","COC1=C(C=CC(=C1)C=O)O","kingdom: Organic compounds; superclass: Benzenoids; class: Phenols; subclass: Methoxyphenols","Vanillin"
"452","Xanthine","Xanthine","ChEBI:17712","3,7-dihydropurine-2,6-dione","LRFVTYWOQMYALW-UHFFFAOYSA-N","C1=NC2=C(N1)C(=O)NC(=O)N2","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Imidazopyrimidines; subclass: Purines and purine derivatives; level 5: Xanthines","Xanthine"
"453","Zeatin","Zeatin; N6-(4-Hydroxyisopentenyl)adenine; (E)-2-Methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol; trans-Zeatin","ChEBI:16522","(E)-2-methyl-4-(7H-purin-6-ylamino)but-2-en-1-ol","UZKQTCBAMSWPJD-FARCUNLSSA-N","CC(=CCNC1=NC=NC2=C1NC=N2)CO","kingdom: Organic compounds; superclass: Organoheterocyclic compounds; class: Imidazopyrimidines; subclass: Purines and purine derivatives; level 5: 6-aminopurines; level 6: 6-alkylaminopurines","Zeatin"
